dataset,dataelement,shortname,code,categoryoptioncombo,dataelementuid,categoryoptioncombouid
RRIV_mchp_chp_Vaccines,"Yellow Fever Vaccine, Inj, 5ml (10 dose), Amp - Quantity Received (B)",YF Vac Inj 5ml (10 dose) Amp - (B),,default,SLCHCVAC050,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"Yellow Fever Vaccine, Inj, 5ml (10 dose), Amp - Stockout",YF Vac Inj 5ml (10 dose) Amp - S/O_0,,default,SLCHCVAC225,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Bacillus Calmette-Guerin (BCG) Vaccine Diluent, Inj, 2ml (20 dose), Amp_L/A_Comments",chc_Vaccines_Bacillus Calmette-Guerin (BCG) V61,,default,M9A203z6nIz,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Bacillus Calmette-Guerin (BCG) Vaccine, Inj, 1ml (20 dose), Amp_L/A_Comments",chc_Vaccines_Bacillus Calmette-Guerin (BCG) V163,,default,lQ4KM9xrqKr,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Cold Box Unit, Pcs_L/A_Comments","chc_Vaccines_Cold Box Unit, Pcs_L/A_Comments",,default,FcWAaeOlPki,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Human Papillomavirus (HPV) Vaccine, Inj, 1ml (2 dose), Vial_L/A_Comments",chc_Vaccines_Human Papillomavirus (HPV) Vacci130,,default,ZW5A1JJrvux,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Ice Pack, 0.3L, Pcs_L/A_Comments","chc_Vaccines_Ice Pack, 0.3L, Pcs_L/A_Comments",,default,UJYTKQxp3cR,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Ice Pack, 0.4L, Pcs_L/A_Comments","chc_Vaccines_Ice Pack, 0.4L, Pcs_L/A_Comments",,default,T7Y3nL0i0Je,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Ice Pack, 0.6L, Pcs_L/A_Comments","chc_Vaccines_Ice Pack, 0.6L, Pcs_L/A_Comments",,default,uVps1OLv7Hm,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Inactivated Polio Virus (IPV) Vaccine, Inj, 5ml (10 dose), Vial_L/A_Comments",chc_Vaccines_Inactivated Polio Virus (IPV) Va165,,default,z9H0ZdgoAJk,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Measles Rubella (MR) Vaccine Diluent, Inj, 5ml (10 dose), Amp _L/A_Comments",chc_Vaccines_Measles Rubella (MR) Vaccine Dil54,,default,PqFHJKdPAFO,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Measles Rubella (MR) Vaccine, Inj, 5ml (10 dose), Vial _L/A_Comments","chc_Vaccines_Measles Rubella (MR) Vaccine, In83",,default,yfyW5cSfRrB,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Oral Polio Virus (OPV) Vaccine and Dropper (RI), 1ml (10 dose), Vial_L/A_Comments",chc_Vaccines_Oral Polio Virus (OPV) Vaccine a109,,default,WA6N18ydVRY,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Pentavalent Vaccine, Inj, 5ml (10 dose), Vial_L/A_Comments","chc_Vaccines_Pentavalent Vaccine, Inj, 5ml (1138",,default,s1e4lvToT8m,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Pneumococcal Conjugate Vaccine (PCV 13), Inj, 0.5ml (4 dose), Vial_L/A_Comments",chc_Vaccines_Pneumococcal Conjugate Vaccine (181,,default,EWNH6PdgjN5,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Rotavirus (RV) Vaccine, Inj, 1.5ml (1 dose), Vial _L/A_Comments","chc_Vaccines_Rotavirus (RV) Vaccine, Inj, 1.5173",,default,ja3VJTaH0nl,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Safety / Sharps Box, 5L, Pcs_L/A_Comments","chc_Vaccines_Safety / Sharps Box, 5L, Pcs_L/A87",,default,RehyL014hRu,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Syringe, Auto-Destruct, 0.05ml, Pcs_L/A_Comments","chc_Vaccines_Syringe, Auto-Destruct, 0.05ml, 27",,default,reoddC8eSZO,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Syringe, Auto-Destruct, 0.5ml, Pcs_L/A_Comments","chc_Vaccines_Syringe, Auto-Destruct, 0.5ml, P163",,default,QZAK5ZBF101,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Syringe, Reconstitution, RUP, 2ml, Pcs_L/A_Comments","chc_Vaccines_Syringe, Reconstitution, RUP, 2m191",,default,dMASKdcFEuS,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Syringe, Reconstitution, RUP, 5ml, Pcs_L/A_Comments","chc_Vaccines_Syringe, Reconstitution, RUP, 5m132",,default,OorXQYLNPLE,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Vaccine Carrier (Blocking), Pcs_L/A_Comments","chc_Vaccines_Vaccine Carrier (Blocking), Pcs_14",,default,vxbRUUjLwRx,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Vaccine Carrier (Geostyl), Pcs_L/A_Comments","chc_Vaccines_Vaccine Carrier (Geostyl), Pcs_L137",,default,oNvCsMDGZPG,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Yellow Fever Vaccine Diluent, Inj, 5ml (10 dose), Amp_L/A_Comments","chc_Vaccines_Yellow Fever Vaccine Diluent, In25",,default,htAuzzEn5ZX,p6gxExvVbwI
RRIV_mchp_chp_Vaccines,"chc_Vaccines_Yellow Fever Vaccine, Inj, 5ml (10 dose), Amp_L/A_Comments","chc_Vaccines_Yellow Fever Vaccine, Inj, 5ml (4",,default,K8uaGCYKi39,p6gxExvVbwI
TB case registration - monthly,HIV-positive TB patients started/continued antiretroviral therapy (ART),TB/HIV on ART,hiv_art,default,QStu7Ux1Loa,p6gxExvVbwI
TB case registration - monthly,HIV-positive TB patients started/continued co-Trimoxazole preventive therapy,TB/HIV on CPT,hiv_cpt,default,sJRCCgJJBHD,p6gxExvVbwI
TB case registration - monthly,"History unknown extrapulmonary TB cases, bacteriologically confirmed or clinically diagnosed","Extrapulmonary, unknown history",oth_ep,default,Q5KSbP9ZzHQ,p6gxExvVbwI
TB case registration - monthly,"History unknown pulmonary TB cases, bacteriologically confirmed","Pulmonary bac confirmed, unknown history",oth_labconf,default,lgKh8oeoKVj,p6gxExvVbwI
TB case registration - monthly,"History unknown pulmonary TB cases, clinically diagnosed","Pulm clinically diagnosed, unknown history",oth_clindx,default,EGlb6CP7czB,p6gxExvVbwI
TB case registration - monthly,New and relapse TB cases by age and sex,New relapse by age/sex,newrel_,"ZX_0-4 years, Female [WHO]",tr0lVojK425,fQ59eeXTE19
TB case registration - monthly,New and relapse TB cases by age and sex,New relapse by age/sex,newrel_,"ZX_0-4 years, Male [WHO]",tr0lVojK425,PcXvX2I0Z1b
TB case registration - monthly,New and relapse TB cases by age and sex,New relapse by age/sex,newrel_,"ZX_15-24 years, Female [WHO]",tr0lVojK425,PWh3RWTZSRH
TB case registration - monthly,New and relapse TB cases by age and sex,New relapse by age/sex,newrel_,"ZX_15-24 years, Male [WHO]",tr0lVojK425,fGPIkhFU9gZ
TB case registration - monthly,New and relapse TB cases by age and sex,New relapse by age/sex,newrel_,"ZX_25-34 years, Female [WHO]",tr0lVojK425,YSXeQGEdt0M
TB case registration - monthly,New and relapse TB cases by age and sex,New relapse by age/sex,newrel_,"ZX_25-34 years, Male [WHO]",tr0lVojK425,UdKHt4kcT0M
TB case registration - monthly,New and relapse TB cases by age and sex,New relapse by age/sex,newrel_,"ZX_35-44 years, Female [WHO]",tr0lVojK425,hTTSLrG15qa
TB case registration - monthly,New and relapse TB cases by age and sex,New relapse by age/sex,newrel_,"ZX_35-44 years, Male [WHO]",tr0lVojK425,PwBF9kiGSTp
TB case registration - monthly,New and relapse TB cases by age and sex,New relapse by age/sex,newrel_,"ZX_45-54 years, Female [WHO]",tr0lVojK425,t9r0WNolYN2
TB case registration - monthly,New and relapse TB cases by age and sex,New relapse by age/sex,newrel_,"ZX_45-54 years, Male [WHO]",tr0lVojK425,qFz7OICuv0Z
TB case registration - monthly,New and relapse TB cases by age and sex,New relapse by age/sex,newrel_,"ZX_5-14 years, Female [WHO]",tr0lVojK425,rDzmnH2ECiL
TB case registration - monthly,New and relapse TB cases by age and sex,New relapse by age/sex,newrel_,"ZX_5-14 years, Male [WHO]",tr0lVojK425,YEgJBndPbIM
TB case registration - monthly,New and relapse TB cases by age and sex,New relapse by age/sex,newrel_,"ZX_55-64 years, Female [WHO]",tr0lVojK425,LKgmRuovjop
TB case registration - monthly,New and relapse TB cases by age and sex,New relapse by age/sex,newrel_,"ZX_55-64 years, Male [WHO]",tr0lVojK425,ZJFWAWtxBVA
TB case registration - monthly,New and relapse TB cases by age and sex,New relapse by age/sex,newrel_,"ZX_65+ years, Female [WHO]",tr0lVojK425,MCWLRNrBBOq
TB case registration - monthly,New and relapse TB cases by age and sex,New relapse by age/sex,newrel_,"ZX_65+ years, Male [WHO]",tr0lVojK425,KuHpVjsOQKx
TB case registration - monthly,"New extrapulmonary TB cases, bacteriologically confirmed or clinically diagnosed",New extrapulmonary,new_ep,default,ZiF0ngznP1Z,p6gxExvVbwI
TB case registration - monthly,"New pulmonary TB cases, bacteriologically confirmed",New pulm bac confirmed,new_labconf,default,Orjo9ewlU9Z,p6gxExvVbwI
TB case registration - monthly,"New pulmonary TB cases, clinically diagnosed",New pulm clinically diagnosed,new_clindx,default,qlkxnlC6dzU,p6gxExvVbwI
TB case registration - monthly,Presumptive TB cases bacteriologically tested,Presumptive TB cases tested,presumptive_test,default,tl9LwbDa3ny,p6gxExvVbwI
TB case registration - monthly,Presumptive TB cases bacteriologically tested positive,Presumptive TB cases tested positive,presumptive_testpos,default,mG3LJzaZxb8,p6gxExvVbwI
TB case registration - monthly,"Previously treated (excluding relapse) extrapulmonary TB cases, bacteriologically confirmed or clinically diagnosed",Prev treated extrapulmonary,ret_nrel_ep,default,KhCB35MHs9A,p6gxExvVbwI
TB case registration - monthly,"Previously treated (excluding relapse) pulmonary TB cases, bactoriologically confirmed",Prev treated pulm bac confirmed,ret_nrel_labconf,default,Nv1RGi4eI7F,p6gxExvVbwI
TB case registration - monthly,"Previously treated (excluding relapse) pulmonary TB cases, clinically diagnosed",Prev treated pulm clinically diagnosed,ret_nrel_clindx,default,NJaeD9Xia7x,p6gxExvVbwI
TB case registration - monthly,"Relapsed extrapulmonary TB cases, bacteriologically confirmed or clinically diagnosed ",Relapse extrapulmonary,ret_rel_ep,default,QNFhsj0fOxK,p6gxExvVbwI
TB case registration - monthly,"Relapsed pulmonary TB cases, bactoriologically confirmed",Relapse pulm bac confirmed,ret_rel_labconf,default,l4TyT04yP8f,p6gxExvVbwI
TB case registration - monthly,"Relapsed pulmonary TB cases, clinically diagnosed",Relapse pulm clinic diagnosed,ret_rel_clindx,default,NYxehRdsQx3,p6gxExvVbwI
TB case registration - monthly,TB cases: contribution by Correctional centre: registered,TB cases: Correctional centre: registered,,default,ureseoosRxD,p6gxExvVbwI
TB case registration - monthly,TB cases: contribution by Military: registered,TB cases: Military: registered,,default,k5SI8hqjTl9,p6gxExvVbwI
TB case registration - monthly,TB cases: contribution by Private Health Practitioner: registered,TB cases: Private Health Practitioner: registered,,default,WZyZrQDZDmV,p6gxExvVbwI
TB case registration - monthly,TB cases: contribution by trained and supervised community health worker: registered,TB cases: trained and supervised chw: registered,,default,pqwXmG9S1IT,p6gxExvVbwI
TB case registration - monthly,TB patients (new and relapse) with HIV test result recorded,TB patients tested for HIV,hivtest,default,FMLmCNm7QTf,p6gxExvVbwI
TB case registration - monthly,TB patients (new and relapse) with positive HIV test result recorded,TB/HIV patients,hivtest_pos,default,eO8nthpRoT4,p6gxExvVbwI
TB treatment outcomes - monthly,HIV-positive TB patients started/continued antiretroviral therapy (ART) at time of outcome,TB/HIV on ART at outcome,hiv_art_outc,default,naqurivGjIK,p6gxExvVbwI
TB treatment outcomes - monthly,HIV-positive TB patients started/continued co-Trimoxazole preventive therapy at time of outcome,TB/HIV on CPT at outcome,hiv_cpt_outc,default,ZoqWQikYpwx,p6gxExvVbwI
TB treatment outcomes - monthly,Outcomes: bacteriologically confirmed new and relapse,Outcomes lab conf new relapse,newrel_labconf_,Completed,Ns5mfRqKAe3,iM0qxBnikZu
TB treatment outcomes - monthly,Outcomes: bacteriologically confirmed new and relapse,Outcomes lab conf new relapse,newrel_labconf_,Cured,Ns5mfRqKAe3,jYWVH1TpZhO
TB treatment outcomes - monthly,Outcomes: bacteriologically confirmed new and relapse,Outcomes lab conf new relapse,newrel_labconf_,Died,Ns5mfRqKAe3,vws5Iw9WoXo
TB treatment outcomes - monthly,Outcomes: bacteriologically confirmed new and relapse,Outcomes lab conf new relapse,newrel_labconf_,Failed,Ns5mfRqKAe3,U8hYpF6jgJr
TB treatment outcomes - monthly,Outcomes: bacteriologically confirmed new and relapse,Outcomes lab conf new relapse,newrel_labconf_,Lost to follow up,Ns5mfRqKAe3,DMLDJKLx3TG
TB treatment outcomes - monthly,Outcomes: bacteriologically confirmed new and relapse,Outcomes lab conf new relapse,newrel_labconf_,Not evaluated,Ns5mfRqKAe3,J2cbgmrJBwc
TB treatment outcomes - monthly,Outcomes: bacteriologically confirmed new and relapse: cohort size (cases registered),Outcomes lab conf new relapse cohort,newrel_labconf_coh,default,DcNF57mpVpN,p6gxExvVbwI
TB treatment outcomes - monthly,Outcomes: clinically diagnosed new and relapse,Outcomes clindx new relapse,newrel_clindx_,Completed,s2OAugtcXPM,iM0qxBnikZu
TB treatment outcomes - monthly,Outcomes: clinically diagnosed new and relapse,Outcomes clindx new relapse,newrel_clindx_,Died,s2OAugtcXPM,vws5Iw9WoXo
TB treatment outcomes - monthly,Outcomes: clinically diagnosed new and relapse,Outcomes clindx new relapse,newrel_clindx_,Failed,s2OAugtcXPM,U8hYpF6jgJr
TB treatment outcomes - monthly,Outcomes: clinically diagnosed new and relapse,Outcomes clindx new relapse,newrel_clindx_,Lost to follow up,s2OAugtcXPM,DMLDJKLx3TG
TB treatment outcomes - monthly,Outcomes: clinically diagnosed new and relapse,Outcomes clindx new relapse,newrel_clindx_,Not evaluated,s2OAugtcXPM,J2cbgmrJBwc
TB treatment outcomes - monthly,Outcomes: clinically diagnosed new and relapse: cohort size (cases registered),Outcomes clindx new relapse cohort,newrel_clindx_coh,default,mruHvHAumOI,p6gxExvVbwI
TB treatment outcomes - monthly,Outcomes: contribution by Correctional centre,Outcomes: Correctional centre,,Completed,JK2HG1LIEVz,iM0qxBnikZu
TB treatment outcomes - monthly,Outcomes: contribution by Correctional centre,Outcomes: Correctional centre,,Cured,JK2HG1LIEVz,jYWVH1TpZhO
TB treatment outcomes - monthly,Outcomes: contribution by Correctional centre,Outcomes: Correctional centre,,Died,JK2HG1LIEVz,vws5Iw9WoXo
TB treatment outcomes - monthly,Outcomes: contribution by Correctional centre,Outcomes: Correctional centre,,Failed,JK2HG1LIEVz,U8hYpF6jgJr
TB treatment outcomes - monthly,Outcomes: contribution by Correctional centre,Outcomes: Correctional centre,,Lost to follow up,JK2HG1LIEVz,DMLDJKLx3TG
TB treatment outcomes - monthly,Outcomes: contribution by Correctional centre,Outcomes: Correctional centre,,Not evaluated,JK2HG1LIEVz,J2cbgmrJBwc
TB treatment outcomes - monthly,Outcomes: contribution by Correctional centre: cohort size (cases registered),Outcomes: Correctional centre: cohort size,,default,j7mBFH9pYgs,p6gxExvVbwI
TB treatment outcomes - monthly,Outcomes: contribution by Military,Outcomes: Military,,Completed,HZEKiC5rt8y,iM0qxBnikZu
TB treatment outcomes - monthly,Outcomes: contribution by Military,Outcomes: Military,,Cured,HZEKiC5rt8y,jYWVH1TpZhO
TB treatment outcomes - monthly,Outcomes: contribution by Military,Outcomes: Military,,Died,HZEKiC5rt8y,vws5Iw9WoXo
TB treatment outcomes - monthly,Outcomes: contribution by Military,Outcomes: Military,,Failed,HZEKiC5rt8y,U8hYpF6jgJr
TB treatment outcomes - monthly,Outcomes: contribution by Military,Outcomes: Military,,Lost to follow up,HZEKiC5rt8y,DMLDJKLx3TG
TB treatment outcomes - monthly,Outcomes: contribution by Military,Outcomes: Military,,Not evaluated,HZEKiC5rt8y,J2cbgmrJBwc
TB treatment outcomes - monthly,Outcomes: contribution by Military: cohort size (cases registered),Outcomes: Military: cohort size,,default,jjs01d4DQwT,p6gxExvVbwI
TB treatment outcomes - monthly,Outcomes: contribution by Private Health Practitioner,Outcomes: Private Health Practitioner,,Completed,JH9zxTFMvW8,iM0qxBnikZu
TB treatment outcomes - monthly,Outcomes: contribution by Private Health Practitioner,Outcomes: Private Health Practitioner,,Cured,JH9zxTFMvW8,jYWVH1TpZhO
TB treatment outcomes - monthly,Outcomes: contribution by Private Health Practitioner,Outcomes: Private Health Practitioner,,Died,JH9zxTFMvW8,vws5Iw9WoXo
TB treatment outcomes - monthly,Outcomes: contribution by Private Health Practitioner,Outcomes: Private Health Practitioner,,Failed,JH9zxTFMvW8,U8hYpF6jgJr
TB treatment outcomes - monthly,Outcomes: contribution by Private Health Practitioner,Outcomes: Private Health Practitioner,,Lost to follow up,JH9zxTFMvW8,DMLDJKLx3TG
TB treatment outcomes - monthly,Outcomes: contribution by Private Health Practitioner,Outcomes: Private Health Practitioner,,Not evaluated,JH9zxTFMvW8,J2cbgmrJBwc
TB treatment outcomes - monthly,Outcomes: contribution by Private Health Practitioner: cohort size (cases registered),Outcomes: Private Health Practitioner:cohort size,,default,LBNdPpigBtJ,p6gxExvVbwI
TB treatment outcomes - monthly,Outcomes: contribution by trained and supervised community health worker,Outcomes: trained and supervised chw,,Completed,AFop8awbrWw,iM0qxBnikZu
TB treatment outcomes - monthly,Outcomes: contribution by trained and supervised community health worker,Outcomes: trained and supervised chw,,Cured,AFop8awbrWw,jYWVH1TpZhO
TB treatment outcomes - monthly,Outcomes: contribution by trained and supervised community health worker,Outcomes: trained and supervised chw,,Died,AFop8awbrWw,vws5Iw9WoXo
TB treatment outcomes - monthly,Outcomes: contribution by trained and supervised community health worker,Outcomes: trained and supervised chw,,Failed,AFop8awbrWw,U8hYpF6jgJr
TB treatment outcomes - monthly,Outcomes: contribution by trained and supervised community health worker,Outcomes: trained and supervised chw,,Lost to follow up,AFop8awbrWw,DMLDJKLx3TG
TB treatment outcomes - monthly,Outcomes: contribution by trained and supervised community health worker,Outcomes: trained and supervised chw,,Not evaluated,AFop8awbrWw,J2cbgmrJBwc
TB treatment outcomes - monthly,Outcomes: contribution by trained and supervised community health worker: cohort size (cases registered),Outcomes: trained and supervised chw: cohort size,,default,Pxkk9PZMYqI,p6gxExvVbwI
TB treatment outcomes - monthly,Outcomes: previously treated (excluding relapse),"Outcomes previously treated, excl relapse",ret_nrel_,Completed,HMvIu0dUfhe,iM0qxBnikZu
TB treatment outcomes - monthly,Outcomes: previously treated (excluding relapse),"Outcomes previously treated, excl relapse",ret_nrel_,Cured,HMvIu0dUfhe,jYWVH1TpZhO
TB treatment outcomes - monthly,Outcomes: previously treated (excluding relapse),"Outcomes previously treated, excl relapse",ret_nrel_,Died,HMvIu0dUfhe,vws5Iw9WoXo
TB treatment outcomes - monthly,Outcomes: previously treated (excluding relapse),"Outcomes previously treated, excl relapse",ret_nrel_,Failed,HMvIu0dUfhe,U8hYpF6jgJr
TB treatment outcomes - monthly,Outcomes: previously treated (excluding relapse),"Outcomes previously treated, excl relapse",ret_nrel_,Lost to follow up,HMvIu0dUfhe,DMLDJKLx3TG
TB treatment outcomes - monthly,Outcomes: previously treated (excluding relapse),"Outcomes previously treated, excl relapse",ret_nrel_,Not evaluated,HMvIu0dUfhe,J2cbgmrJBwc
TB treatment outcomes - monthly,Outcomes: previously treated (excluding relapse): cohort size (cases registered),"Outcomes previously treated, excl relapse cohort",ret_nrel_coh,default,EIHWLztODGi,p6gxExvVbwI
TB treatment outcomes - monthly,"TB Outcome: Bacteriologically confirmed, new and relapse Moved to SLD treatment",Outcome labconf moved SLD,,default,NNsU0vPxMGN,p6gxExvVbwI
TB treatment outcomes - monthly,"TB Outcome: Clinically diagnosed, new and relapse Moved to SLD treatment",Outcomes clinconf moved SLD,,default,tXvFyRwKeMc,p6gxExvVbwI
TB treatment outcomes - monthly,"TB Outcome: HIV positive, new and relapse Moved to SLD treatment",Outcomes HIV pos moved SLD,,default,FJJNhNlFpQj,p6gxExvVbwI
TB treatment outcomes - monthly,"TB Outcome: HIV-positive TB, new and relapse",Outcomes TB/HIV new and relapse,tbhiv_,Completed,oJ4x8PXZvnh,iM0qxBnikZu
TB treatment outcomes - monthly,"TB Outcome: HIV-positive TB, new and relapse",Outcomes TB/HIV new and relapse,tbhiv_,Cured,oJ4x8PXZvnh,jYWVH1TpZhO
TB treatment outcomes - monthly,"TB Outcome: HIV-positive TB, new and relapse",Outcomes TB/HIV new and relapse,tbhiv_,Died,oJ4x8PXZvnh,vws5Iw9WoXo
TB treatment outcomes - monthly,"TB Outcome: HIV-positive TB, new and relapse",Outcomes TB/HIV new and relapse,tbhiv_,Failed,oJ4x8PXZvnh,U8hYpF6jgJr
TB treatment outcomes - monthly,"TB Outcome: HIV-positive TB, new and relapse",Outcomes TB/HIV new and relapse,tbhiv_,Lost to follow up,oJ4x8PXZvnh,DMLDJKLx3TG
TB treatment outcomes - monthly,"TB Outcome: HIV-positive TB, new and relapse",Outcomes TB/HIV new and relapse,tbhiv_,Not evaluated,oJ4x8PXZvnh,J2cbgmrJBwc
TB treatment outcomes - monthly,"TB Outcome: HIV-positive TB, new and relapse: cohort size (case registered)",Outcomes TB/HIV new and relapse cohort,tbhiv_coh,default,ZpJNlVE95GS,p6gxExvVbwI
TB treatment outcomes - monthly,"TB Outcome: Retreatment, excluding relapse Moved to SLD treatment",Outcomes retreatment moved SLD,,default,uaGajjND1nv,p6gxExvVbwI
TB treatment outcomes - monthly,TB patients (new and relapse) with positive HIV test result recorded at time of outcome,TB/HIV patients at outcome,hivtest_pos_outc,default,k6HZ0Z9zFer,p6gxExvVbwI
old_RRIV_chc_Most Essential Medicines and Consumables,"Albendazole 400mg, Tab",Albendazole 400mg,,Closing Balance,Y1gtygceCJd,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Albendazole 400mg, Tab",Albendazole 400mg,,Days Out of Stock,Y1gtygceCJd,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Albendazole 400mg, Tab",Albendazole 400mg,,Losses/Adjustments,Y1gtygceCJd,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Albendazole 400mg, Tab",Albendazole 400mg,,Opening Balance,Y1gtygceCJd,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Albendazole 400mg, Tab",Albendazole 400mg,,Quantity Dispensed,Y1gtygceCJd,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Albendazole 400mg, Tab",Albendazole 400mg,,Quantity Received,Y1gtygceCJd,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Amoxicillin 250mg, Dispersible, Tab","Amoxicillin 250mg, Dispersible",,Closing Balance,CwGqzW7ijYz,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Amoxicillin 250mg, Dispersible, Tab","Amoxicillin 250mg, Dispersible",,Days Out of Stock,CwGqzW7ijYz,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Amoxicillin 250mg, Dispersible, Tab","Amoxicillin 250mg, Dispersible",,Losses/Adjustments,CwGqzW7ijYz,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Amoxicillin 250mg, Dispersible, Tab","Amoxicillin 250mg, Dispersible",,Opening Balance,CwGqzW7ijYz,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Amoxicillin 250mg, Dispersible, Tab","Amoxicillin 250mg, Dispersible",,Quantity Dispensed,CwGqzW7ijYz,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Amoxicillin 250mg, Dispersible, Tab","Amoxicillin 250mg, Dispersible",,Quantity Received,CwGqzW7ijYz,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Ampicillin 500mg, Pdr for IM/IV, Inj, Vial","Ampicillin 500mg, Pdr for IM/IV, Inj, Vial",,Closing Balance,dBxIf7pa0AW,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Ampicillin 500mg, Pdr for IM/IV, Inj, Vial","Ampicillin 500mg, Pdr for IM/IV, Inj, Vial",,Days Out of Stock,dBxIf7pa0AW,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Ampicillin 500mg, Pdr for IM/IV, Inj, Vial","Ampicillin 500mg, Pdr for IM/IV, Inj, Vial",,Losses/Adjustments,dBxIf7pa0AW,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Ampicillin 500mg, Pdr for IM/IV, Inj, Vial","Ampicillin 500mg, Pdr for IM/IV, Inj, Vial",,Opening Balance,dBxIf7pa0AW,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Ampicillin 500mg, Pdr for IM/IV, Inj, Vial","Ampicillin 500mg, Pdr for IM/IV, Inj, Vial",,Quantity Dispensed,dBxIf7pa0AW,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Ampicillin 500mg, Pdr for IM/IV, Inj, Vial","Ampicillin 500mg, Pdr for IM/IV, Inj, Vial",,Quantity Received,dBxIf7pa0AW,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Cannula, IV, 20G, Short, Sterile, Disposable, Pcs","Cannula, IV, 20G, Short, Sterile, Disposable, Pcs",,Closing Balance,SfH50Wtfnh9,xjBJi31EIdy
old_RRIV_chc_Most Essential Medicines and Consumables,"Cannula, IV, 20G, Short, Sterile, Disposable, Pcs","Cannula, IV, 20G, Short, Sterile, Disposable, Pcs",,Days Out of Stock,SfH50Wtfnh9,JnxxxwrhKqG
old_RRIV_chc_Most Essential Medicines and Consumables,"Cannula, IV, 20G, Short, Sterile, Disposable, Pcs","Cannula, IV, 20G, Short, Sterile, Disposable, Pcs",,Losses/Adjustments,SfH50Wtfnh9,zSERgsXAxCL
old_RRIV_chc_Most Essential Medicines and Consumables,"Cannula, IV, 20G, Short, Sterile, Disposable, Pcs","Cannula, IV, 20G, Short, Sterile, Disposable, Pcs",,Opening Balance,SfH50Wtfnh9,O3ksDQovHK9
old_RRIV_chc_Most Essential Medicines and Consumables,"Cannula, IV, 20G, Short, Sterile, Disposable, Pcs","Cannula, IV, 20G, Short, Sterile, Disposable, Pcs",,Quantity Dispensed,SfH50Wtfnh9,KM7X16ieZHH
old_RRIV_chc_Most Essential Medicines and Consumables,"Cannula, IV, 20G, Short, Sterile, Disposable, Pcs","Cannula, IV, 20G, Short, Sterile, Disposable, Pcs",,Quantity Received,SfH50Wtfnh9,FNgxI850Nxy
old_RRIV_chc_Most Essential Medicines and Consumables,"Cannula, IV, 24G, Short, Sterile, Disposable, Pcs","Cannula, IV, 24G, Short, Sterile, Disposable, Pcs",,Closing Balance,mahexuPtd8u,xjBJi31EIdy
